"","NUTS","DISTRICT_CODE","SUB_DISTRICT_CODE","REF_YEAR","REF_DATE","SEX","BRAND","BRAND_TOTAL"
"30212","AT13",90700,90700,2018,20181231,1,"NISSAN",59
"30213","AT13",90700,90700,2018,20181231,1,"KIA",58
"30214","AT13",90700,90700,2018,20181231,1,"LANDROVER",52
"30215","AT13",90700,90700,2018,20181231,1,"JAGUAR",49
"30216","AT13",90700,90700,2018,20181231,1,"MITSUBISHI",48
"30217","AT13",90700,90700,2018,20181231,1,"SUZUKI",42
"30218","AT13",90700,90700,2018,20181231,1,"JEEP",41
"30219","AT13",90700,90700,2018,20181231,1,"DACIA",38
"30220","AT13",90700,90700,2018,20181231,1,"SMART",35
"30221","AT13",90700,90700,2018,20181231,1,"CHEVROLET",30
"30222","AT13",90700,90700,2018,20181231,1,"CHRYSLER",30
"30223","AT13",90700,90700,2018,20181231,1,"SAAB",30
"30224","AT13",90700,90700,2018,20181231,1,"LANCIA",19
"30225","AT13",90700,90700,2018,20181231,1,"ROVER",16
"30226","AT13",90700,90700,2018,20181231,1,"LEXUS",13
"30227","AT13",90700,90700,2018,20181231,1,"MASERATI",9
"30228","AT13",90700,90700,2018,20181231,1,"SUBARU",9
"30229","AT13",90700,90700,2018,20181231,1,"DAIHATSU",8
"30230","AT13",90700,90700,2018,20181231,1,"AUSTIN",7
"30231","AT13",90700,90700,2018,20181231,1,"TRIUMPH",6
"30232","AT13",90700,90700,2018,20181231,1,"FERRARI",5
"30233","AT13",90700,90700,2018,20181231,1,"MG",5
"30234","AT13",90700,90700,2018,20181231,1,"BRITISHLEYLAND",4
"30235","AT13",90700,90700,2018,20181231,1,"BUICK",4
"30236","AT13",90700,90700,2018,20181231,1,"DS",4
"30237","AT13",90700,90700,2018,20181231,1,"LOTUS",4
"30238","AT13",90700,90700,2018,20181231,1,"ANDERE",4
"30239","AT13",90700,90700,2018,20181231,1,"CADILLAC",3
"30240","AT13",90700,90700,2018,20181231,1,"MORGAN",3
"30241","AT13",90700,90700,2018,20181231,1,"SSANG-YONG",3
"30242","AT13",90700,90700,2018,20181231,1,"BENTLEY",2
"30243","AT13",90700,90700,2018,20181231,1,"DODGE",2
"30244","AT13",90700,90700,2018,20181231,1,"INFINITI",2
"30245","AT13",90700,90700,2018,20181231,1,"LADA",2
"30246","AT13",90700,90700,2018,20181231,1,"PLYMOUTH",2
"30247","AT13",90700,90700,2018,20181231,1,"ROLLSROYCE",2
"30248","AT13",90700,90700,2018,20181231,1,"STEYRPUCH",2
"30249","AT13",90700,90700,2018,20181231,1,"AMC",1
"30250","AT13",90700,90700,2018,20181231,1,"ASTONMARTIN",1
"30251","AT13",90700,90700,2018,20181231,1,"AUDKW",1
"30252","AT13",90700,90700,2018,20181231,1,"BORGWARD",1
"30253","AT13",90700,90700,2018,20181231,1,"CHRYSLER-SUNBEAM",1
"30254","AT13",90700,90700,2018,20181231,1,"MAHINDRA",1
"30255","AT13",90700,90700,2018,20181231,1,"OLDSMOBILE",1
"30256","AT13",90700,90700,2018,20181231,1,"PUCH",1
"30257","AT13",90700,90700,2018,20181231,1,"SIMCA",1
"30258","AT13",90700,90700,2018,20181231,1,"TESLA",1
"30259","AT13",90700,90700,2018,20181231,1,"ZAGATO",1
"30260","AT13",90700,90700,2018,20181231,2,"VW",618
"30261","AT13",90700,90700,2018,20181231,2,"AUDI",219
"30262","AT13",90700,90700,2018,20181231,2,"MERCEDES",190
"30263","AT13",90700,90700,2018,20181231,2,"SKODA",163
"30264","AT13",90700,90700,2018,20181231,2,"OPEL",160
"30265","AT13",90700,90700,2018,20181231,2,"RENAULT",156
"30266","AT13",90700,90700,2018,20181231,2,"BMW",154
"30267","AT13",90700,90700,2018,20181231,2,"FIAT",149
"30268","AT13",90700,90700,2018,20181231,2,"PEUGEOT",145
"30269","AT13",90700,90700,2018,20181231,2,"FORD",134
"30270","AT13",90700,90700,2018,20181231,2,"TOYOTA",111
"30271","AT13",90700,90700,2018,20181231,2,"MAZDA",95
"30272","AT13",90700,90700,2018,20181231,2,"CITROEN",89
"30273","AT13",90700,90700,2018,20181231,2,"MINI",78
"30274","AT13",90700,90700,2018,20181231,2,"HYUNDAI",74
"30275","AT13",90700,90700,2018,20181231,2,"VOLVO",72
"30276","AT13",90700,90700,2018,20181231,2,"SEAT",69
"30277","AT13",90700,90700,2018,20181231,2,"NISSAN",49
"30278","AT13",90700,90700,2018,20181231,2,"KIA",46
"30279","AT13",90700,90700,2018,20181231,2,"SUZUKI",42
"30280","AT13",90700,90700,2018,20181231,2,"DACIA",38
"30281","AT13",90700,90700,2018,20181231,2,"HONDA",35
"30282","AT13",90700,90700,2018,20181231,2,"ALFA-ROMEO",29
"30283","AT13",90700,90700,2018,20181231,2,"MITSUBISHI",27
"30284","AT13",90700,90700,2018,20181231,2,"SMART",26
"30285","AT13",90700,90700,2018,20181231,2,"LANCIA",19
"30286","AT13",90700,90700,2018,20181231,2,"PORSCHE",19
"30287","AT13",90700,90700,2018,20181231,2,"CHEVROLET",17
"30288","AT13",90700,90700,2018,20181231,2,"LANDROVER",15
"30289","AT13",90700,90700,2018,20181231,2,"SAAB",13
"30290","AT13",90700,90700,2018,20181231,2,"JAGUAR",11
"30291","AT13",90700,90700,2018,20181231,2,"JEEP",11
"30292","AT13",90700,90700,2018,20181231,2,"DAIHATSU",10
"30293","AT13",90700,90700,2018,20181231,2,"CHRYSLER",8
"30294","AT13",90700,90700,2018,20181231,2,"ROVER",8
"30295","AT13",90700,90700,2018,20181231,2,"SUBARU",5
"30296","AT13",90700,90700,2018,20181231,2,"DS",4
"30297","AT13",90700,90700,2018,20181231,2,"CADILLAC",2
"30298","AT13",90700,90700,2018,20181231,2,"MG",2
"30299","AT13",90700,90700,2018,20181231,2,"SSANG-YONG",2
"30300","AT13",90700,90700,2018,20181231,2,"STEYRPUCH",2
"30301","AT13",90700,90700,2018,20181231,2,"BUICK",1
"30302","AT13",90700,90700,2018,20181231,2,"INFINITI",1
"30303","AT13",90700,90700,2018,20181231,2,"LEXUS",1
"30304","AT13",90700,90700,2018,20181231,2,"LOTUS",1
"30305","AT13",90700,90700,2018,20181231,2,"MASERATI",1
"30306","AT13",90700,90700,2018,20181231,2,"TRIUMPH",1
"30307","AT13",90700,90700,2018,20181231,3,"VW",459
"30308","AT13",90700,90700,2018,20181231,3,"BMW",208
"30309","AT13",90700,90700,2018,20181231,3,"AUDI",177
"30310","AT13",90700,90700,2018,20181231,3,"SKODA",145
"30311","AT13",90700,90700,2018,20181231,3,"MERCEDES",124
"30312","AT13",90700,90700,2018,20181231,3,"VOLVO",84
"30313","AT13",90700,90700,2018,20181231,3,"FORD",75
"30314","AT13",90700,90700,2018,20181231,3,"RENAULT",61
"30315","AT13",90700,90700,2018,20181231,3,"FIAT",56
"30316","AT13",90700,90700,2018,20181231,3,"OPEL",54
"30317","AT13",90700,90700,2018,20181231,3,"SEAT",51
"30318","AT13",90700,90700,2018,20181231,3,"PORSCHE",45
"30319","AT13",90700,90700,2018,20181231,3,"PEUGEOT",41
"30320","AT13",90700,90700,2018,20181231,3,"LANDROVER",40
"30321","AT13",90700,90700,2018,20181231,3,"TOYOTA",38
"30322","AT13",90700,90700,2018,20181231,3,"MINI",36
"30323","AT13",90700,90700,2018,20181231,3,"SMART",34
"30324","AT13",90700,90700,2018,20181231,3,"HYUNDAI",33
"30325","AT13",90700,90700,2018,20181231,3,"CITROEN",28
"30326","AT13",90700,90700,2018,20181231,3,"JEEP",18
"30327","AT13",90700,90700,2018,20181231,3,"MAZDA",15
"30328","AT13",90700,90700,2018,20181231,3,"CHRYSLER",14
"30329","AT13",90700,90700,2018,20181231,3,"JAGUAR",14
"30330","AT13",90700,90700,2018,20181231,3,"KIA",13
"30331","AT13",90700,90700,2018,20181231,3,"DACIA",10
"30332","AT13",90700,90700,2018,20181231,3,"HONDA",10
"30333","AT13",90700,90700,2018,20181231,3,"NISSAN",10
"30334","AT13",90700,90700,2018,20181231,3,"CHEVROLET",8
"30335","AT13",90700,90700,2018,20181231,3,"LANCIA",8
"30336","AT13",90700,90700,2018,20181231,3,"LEXUS",8
"30337","AT13",90700,90700,2018,20181231,3,"MASERATI",7
"30338","AT13",90700,90700,2018,20181231,3,"MITSUBISHI",7
"30339","AT13",90700,90700,2018,20181231,3,"TESLA",6
"30340","AT13",90700,90700,2018,20181231,3,"ALFA-ROMEO",5
"30341","AT13",90700,90700,2018,20181231,3,"SUZUKI",5
"30342","AT13",90700,90700,2018,20181231,3,"FERRARI",4
"30343","AT13",90700,90700,2018,20181231,3,"CADILLAC",3
"30344","AT13",90700,90700,2018,20181231,3,"SAAB",3
"30345","AT13",90700,90700,2018,20181231,3,"ASTONMARTIN",2
"30346","AT13",90700,90700,2018,20181231,3,"BENTLEY",2
"30347","AT13",90700,90700,2018,20181231,3,"INFINITI",2
"30348","AT13",90700,90700,2018,20181231,3,"ROLLSROYCE",2
"30349","AT13",90700,90700,2018,20181231,3,"AUSTIN",1
"30350","AT13",90700,90700,2018,20181231,3,"DS",1
"30351","AT13",90700,90700,2018,20181231,3,"HUMMER",1
"30352","AT13",90700,90700,2018,20181231,3,"LADA",1
"30353","AT13",90700,90700,2018,20181231,3,"PONTIAC",1
"30354","AT13",90700,90700,2018,20181231,3,"ROVER",1
"30355","AT13",90800,90800,2018,20181231,1,"VW",706
"30356","AT13",90800,90800,2018,20181231,1,"MERCEDES",366
"30357","AT13",90800,90800,2018,20181231,1,"BMW",360
"30358","AT13",90800,90800,2018,20181231,1,"AUDI",289
"30359","AT13",90800,90800,2018,20181231,1,"OPEL",186
"30360","AT13",90800,90800,2018,20181231,1,"FORD",171
"30361","AT13",90800,90800,2018,20181231,1,"SKODA",167
"30362","AT13",90800,90800,2018,20181231,1,"VOLVO",161
"30363","AT13",90800,90800,2018,20181231,1,"PEUGEOT",157
"30364","AT13",90800,90800,2018,20181231,1,"RENAULT",146
"30365","AT13",90800,90800,2018,20181231,1,"TOYOTA",120
"30366","AT13",90800,90800,2018,20181231,1,"CITROEN",119
"30367","AT13",90800,90800,2018,20181231,1,"FIAT",110
"30368","AT13",90800,90800,2018,20181231,1,"MAZDA",108
"30369","AT13",90800,90800,2018,20181231,1,"HYUNDAI",74
"30370","AT13",90800,90800,2018,20181231,1,"SEAT",70
"30371","AT13",90800,90800,2018,20181231,1,"KIA",62
"30372","AT13",90800,90800,2018,20181231,1,"PORSCHE",62
"30373","AT13",90800,90800,2018,20181231,1,"ALFA-ROMEO",54
"30374","AT13",90800,90800,2018,20181231,1,"HONDA",48
"30375","AT13",90800,90800,2018,20181231,1,"JAGUAR",48
"30376","AT13",90800,90800,2018,20181231,1,"NISSAN",43
"30377","AT13",90800,90800,2018,20181231,1,"SUZUKI",41
"30378","AT13",90800,90800,2018,20181231,1,"MINI",39
"30379","AT13",90800,90800,2018,20181231,1,"DACIA",36
"30380","AT13",90800,90800,2018,20181231,1,"JEEP",36
"30381","AT13",90800,90800,2018,20181231,1,"SMART",34
"30382","AT13",90800,90800,2018,20181231,1,"CHRYSLER",30
"30383","AT13",90800,90800,2018,20181231,1,"SAAB",27
"30384","AT13",90800,90800,2018,20181231,1,"LANDROVER",25
"30385","AT13",90800,90800,2018,20181231,1,"CHEVROLET",22
"30386","AT13",90800,90800,2018,20181231,1,"MITSUBISHI",22
"30387","AT13",90800,90800,2018,20181231,1,"LEXUS",18
"30388","AT13",90800,90800,2018,20181231,1,"LANCIA",17
"30389","AT13",90800,90800,2018,20181231,1,"MASERATI",12
"30390","AT13",90800,90800,2018,20181231,1,"ROVER",12
"30391","AT13",90800,90800,2018,20181231,1,"DS",8
"30392","AT13",90800,90800,2018,20181231,1,"ASTONMARTIN",7
"30393","AT13",90800,90800,2018,20181231,1,"MG",7
"30394","AT13",90800,90800,2018,20181231,1,"SUBARU",7
"30395","AT13",90800,90800,2018,20181231,1,"AUSTIN",6
"30396","AT13",90800,90800,2018,20181231,1,"DAIHATSU",6
"30397","AT13",90800,90800,2018,20181231,1,"TRIUMPH",6
"30398","AT13",90800,90800,2018,20181231,1,"STEYRPUCH",5
"30399","AT13",90800,90800,2018,20181231,1,"CADILLAC",4
"30400","AT13",90800,90800,2018,20181231,1,"BRITISHLEYLAND",3
"30401","AT13",90800,90800,2018,20181231,1,"DODGE",3
"30402","AT13",90800,90800,2018,20181231,1,"HUMMER",3
"30403","AT13",90800,90800,2018,20181231,1,"LADA",3
"30404","AT13",90800,90800,2018,20181231,1,"LOTUS",3
"30405","AT13",90800,90800,2018,20181231,1,"FERRARI",2
"30406","AT13",90800,90800,2018,20181231,1,"SSANG-YONG",2
"30407","AT13",90800,90800,2018,20181231,1,"ANDERE",2
"30408","AT13",90800,90800,2018,20181231,1,"AUTODACIA",1
"30409","AT13",90800,90800,2018,20181231,1,"AUDKW",1
"30410","AT13",90800,90800,2018,20181231,1,"BENTLEY",1
"30411","AT13",90800,90800,2018,20181231,1,"BORGWARD",1
"30412","AT13",90800,90800,2018,20181231,1,"BUICK",1
"30413","AT13",90800,90800,2018,20181231,1,"CHRYSLER-SUNBEAM",1
"30414","AT13",90800,90800,2018,20181231,1,"CHRYSLER-SIMCA",1
"30415","AT13",90800,90800,2018,20181231,1,"HANOMAG-HENSCHEL",1
"30416","AT13",90800,90800,2018,20181231,1,"MORGAN",1
"30417","AT13",90800,90800,2018,20181231,1,"OLDSMOBILE",1
"30418","AT13",90800,90800,2018,20181231,1,"PUCH",1
"30419","AT13",90800,90800,2018,20181231,1,"ROLLSROYCE",1
"30420","AT13",90800,90800,2018,20181231,1,"STEYR",1
"30421","AT13",90800,90800,2018,20181231,1,"STEYRFIAT",1
"30422","AT13",90800,90800,2018,20181231,1,"VAUXHALL",1
"30423","AT13",90800,90800,2018,20181231,2,"VW",536
"30424","AT13",90800,90800,2018,20181231,2,"MERCEDES",176
"30425","AT13",90800,90800,2018,20181231,2,"AUDI",164
"30426","AT13",90800,90800,2018,20181231,2,"BMW",156
"30427","AT13",90800,90800,2018,20181231,2,"PEUGEOT",153
"30428","AT13",90800,90800,2018,20181231,2,"RENAULT",144
"30429","AT13",90800,90800,2018,20181231,2,"FIAT",132
"30430","AT13",90800,90800,2018,20181231,2,"SKODA",127
"30431","AT13",90800,90800,2018,20181231,2,"OPEL",121
"30432","AT13",90800,90800,2018,20181231,2,"FORD",103
"30433","AT13",90800,90800,2018,20181231,2,"TOYOTA",96
"30434","AT13",90800,90800,2018,20181231,2,"CITROEN",86
"30435","AT13",90800,90800,2018,20181231,2,"MAZDA",83
"30436","AT13",90800,90800,2018,20181231,2,"HYUNDAI",76
"30437","AT13",90800,90800,2018,20181231,2,"MINI",66
"30438","AT13",90800,90800,2018,20181231,2,"VOLVO",61
"30439","AT13",90800,90800,2018,20181231,2,"NISSAN",49
"30440","AT13",90800,90800,2018,20181231,2,"SEAT",48
"30441","AT13",90800,90800,2018,20181231,2,"KIA",44
"30442","AT13",90800,90800,2018,20181231,2,"SUZUKI",38
"30443","AT13",90800,90800,2018,20181231,2,"SMART",30
"30444","AT13",90800,90800,2018,20181231,2,"DACIA",29
"30445","AT13",90800,90800,2018,20181231,2,"HONDA",28
"30446","AT13",90800,90800,2018,20181231,2,"MITSUBISHI",26
"30447","AT13",90800,90800,2018,20181231,2,"LANCIA",21
"30448","AT13",90800,90800,2018,20181231,2,"PORSCHE",19
"30449","AT13",90800,90800,2018,20181231,2,"ALFA-ROMEO",18
"30450","AT13",90800,90800,2018,20181231,2,"CHEVROLET",15
"30451","AT13",90800,90800,2018,20181231,2,"JEEP",13
"30452","AT13",90800,90800,2018,20181231,2,"LANDROVER",11
"30453","AT13",90800,90800,2018,20181231,2,"DAIHATSU",10
"30454","AT13",90800,90800,2018,20181231,2,"SAAB",9
"30455","AT13",90800,90800,2018,20181231,2,"CHRYSLER",8
"30456","AT13",90800,90800,2018,20181231,2,"LEXUS",8
"30457","AT13",90800,90800,2018,20181231,2,"SUBARU",8
"30458","AT13",90800,90800,2018,20181231,2,"ROVER",7
"30459","AT13",90800,90800,2018,20181231,2,"JAGUAR",5
"30460","AT13",90800,90800,2018,20181231,2,"BORGWARD",2
"30461","AT13",90800,90800,2018,20181231,2,"BRITISHLEYLAND",2
"30462","AT13",90800,90800,2018,20181231,2,"MG",2
"30463","AT13",90800,90800,2018,20181231,2,"TRIUMPH",2
"30464","AT13",90800,90800,2018,20181231,2,"AUSTIN",1
"30465","AT13",90800,90800,2018,20181231,2,"BIANCHI",1
"30466","AT13",90800,90800,2018,20181231,2,"CADILLAC",1
"30467","AT13",90800,90800,2018,20181231,2,"LOTUS",1
"30468","AT13",90800,90800,2018,20181231,2,"STEYRPUCH",1
"30469","AT13",90800,90800,2018,20181231,3,"VW",162
"30470","AT13",90800,90800,2018,20181231,3,"BMW",104
"30471","AT13",90800,90800,2018,20181231,3,"MERCEDES",85
"30472","AT13",90800,90800,2018,20181231,3,"AUDI",84
"30473","AT13",90800,90800,2018,20181231,3,"SKODA",32
"30474","AT13",90800,90800,2018,20181231,3,"RENAULT",30
"30475","AT13",90800,90800,2018,20181231,3,"SMART",28
"30476","AT13",90800,90800,2018,20181231,3,"FORD",26
"30477","AT13",90800,90800,2018,20181231,3,"TOYOTA",24
"30478","AT13",90800,90800,2018,20181231,3,"SEAT",23
"30479","AT13",90800,90800,2018,20181231,3,"CITROEN",21
"30480","AT13",90800,90800,2018,20181231,3,"FIAT",19
"30481","AT13",90800,90800,2018,20181231,3,"PEUGEOT",19
"30482","AT13",90800,90800,2018,20181231,3,"PORSCHE",19
"30483","AT13",90800,90800,2018,20181231,3,"MAZDA",18
"30484","AT13",90800,90800,2018,20181231,3,"MINI",18
"30485","AT13",90800,90800,2018,20181231,3,"LANDROVER",15
"30486","AT13",90800,90800,2018,20181231,3,"VOLVO",15
"30487","AT13",90800,90800,2018,20181231,3,"JEEP",13
"30488","AT13",90800,90800,2018,20181231,3,"OPEL",13
"30489","AT13",90800,90800,2018,20181231,3,"HYUNDAI",11
"30490","AT13",90800,90800,2018,20181231,3,"CHRYSLER",8
"30491","AT13",90800,90800,2018,20181231,3,"NISSAN",6
"30492","AT13",90800,90800,2018,20181231,3,"ALFA-ROMEO",5
"30493","AT13",90800,90800,2018,20181231,3,"JAGUAR",5
"30494","AT13",90800,90800,2018,20181231,3,"KIA",5
"30495","AT13",90800,90800,2018,20181231,3,"STEYR",5
"30496","AT13",90800,90800,2018,20181231,3,"HONDA",4
"30497","AT13",90800,90800,2018,20181231,3,"LANCIA",4
"30498","AT13",90800,90800,2018,20181231,3,"LEXUS",4
"30499","AT13",90800,90800,2018,20181231,3,"MITSUBISHI",4
"30500","AT13",90800,90800,2018,20181231,3,"TESLA",4
"30501","AT13",90800,90800,2018,20181231,3,"CHEVROLET",3
"30502","AT13",90800,90800,2018,20181231,3,"PUCH",3
"30503","AT13",90800,90800,2018,20181231,3,"ROVER",3
"30504","AT13",90800,90800,2018,20181231,3,"SUZUKI",3
"30505","AT13",90800,90800,2018,20181231,3,"DACIA",2
"30506","AT13",90800,90800,2018,20181231,3,"DAIHATSU",1
"30507","AT13",90800,90800,2018,20181231,3,"HUMMER",1
"30508","AT13",90800,90800,2018,20181231,3,"MG",1
"30509","AT13",90800,90800,2018,20181231,3,"SAAB",1
"30510","AT13",90800,90800,2018,20181231,3,"STEYRPUCH",1
"30511","AT13",90800,90800,2018,20181231,3,"SUBARU",1
"30512","AT13",90900,90900,2018,20181231,1,"VW",1144
"30513","AT13",90900,90900,2018,20181231,1,"BMW",648
"30514","AT13",90900,90900,2018,20181231,1,"MERCEDES",638
"30515","AT13",90900,90900,2018,20181231,1,"AUDI",543
"30516","AT13",90900,90900,2018,20181231,1,"OPEL",376
"30517","AT13",90900,90900,2018,20181231,1,"SKODA",315
"30518","AT13",90900,90900,2018,20181231,1,"FORD",296
"30519","AT13",90900,90900,2018,20181231,1,"RENAULT",261
"30520","AT13",90900,90900,2018,20181231,1,"PEUGEOT",231
"30521","AT13",90900,90900,2018,20181231,1,"VOLVO",229
"30522","AT13",90900,90900,2018,20181231,1,"TOYOTA",218
"30523","AT13",90900,90900,2018,20181231,1,"MAZDA",208
"30524","AT13",90900,90900,2018,20181231,1,"CITROEN",174
"30525","AT13",90900,90900,2018,20181231,1,"SEAT",152
"30526","AT13",90900,90900,2018,20181231,1,"HYUNDAI",147
"30527","AT13",90900,90900,2018,20181231,1,"FIAT",137
"30528","AT13",90900,90900,2018,20181231,1,"HONDA",111
"30529","AT13",90900,90900,2018,20181231,1,"KIA",106
"30530","AT13",90900,90900,2018,20181231,1,"NISSAN",100
"30531","AT13",90900,90900,2018,20181231,1,"PORSCHE",99
"30532","AT13",90900,90900,2018,20181231,1,"MINI",79
"30533","AT13",90900,90900,2018,20181231,1,"DACIA",78
"30534","AT13",90900,90900,2018,20181231,1,"JAGUAR",65
"30535","AT13",90900,90900,2018,20181231,1,"MITSUBISHI",65
"30536","AT13",90900,90900,2018,20181231,1,"ALFA-ROMEO",63
"30537","AT13",90900,90900,2018,20181231,1,"JEEP",59
"30538","AT13",90900,90900,2018,20181231,1,"LANDROVER",57
"30539","AT13",90900,90900,2018,20181231,1,"SUZUKI",55
"30540","AT13",90900,90900,2018,20181231,1,"SMART",54
"30541","AT13",90900,90900,2018,20181231,1,"CHEVROLET",42
"30542","AT13",90900,90900,2018,20181231,1,"CHRYSLER",32
"30543","AT13",90900,90900,2018,20181231,1,"SAAB",32
"30544","AT13",90900,90900,2018,20181231,1,"ROVER",29
"30545","AT13",90900,90900,2018,20181231,1,"LANCIA",28
"30546","AT13",90900,90900,2018,20181231,1,"LEXUS",23
"30547","AT13",90900,90900,2018,20181231,1,"SUBARU",21
"30548","AT13",90900,90900,2018,20181231,1,"DAIHATSU",16
"30549","AT13",90900,90900,2018,20181231,1,"MASERATI",16
"30550","AT13",90900,90900,2018,20181231,1,"DODGE",9
"30551","AT13",90900,90900,2018,20181231,1,"FERRARI",9
"30552","AT13",90900,90900,2018,20181231,1,"CADILLAC",7
"30553","AT13",90900,90900,2018,20181231,1,"TRIUMPH",7
"30554","AT13",90900,90900,2018,20181231,1,"BENTLEY",6
"30555","AT13",90900,90900,2018,20181231,1,"AUSTIN",5
"30556","AT13",90900,90900,2018,20181231,1,"DS",5
"30557","AT13",90900,90900,2018,20181231,1,"STEYRPUCH",5
"30558","AT13",90900,90900,2018,20181231,1,"ASTONMARTIN",4
"30559","AT13",90900,90900,2018,20181231,1,"MG",4
"30560","AT13",90900,90900,2018,20181231,1,"TESLA",4
"30561","AT13",90900,90900,2018,20181231,1,"SSANG-YONG",3
"30562","AT13",90900,90900,2018,20181231,1,"ANDERE",3
"30563","AT13",90900,90900,2018,20181231,1,"BRITISHLEYLAND",2
"30564","AT13",90900,90900,2018,20181231,1,"BUICK",2
"30565","AT13",90900,90900,2018,20181231,1,"DAIMLER",2
"30566","AT13",90900,90900,2018,20181231,1,"LADA",2
"30567","AT13",90900,90900,2018,20181231,1,"LAMBORGHINI",2
"30568","AT13",90900,90900,2018,20181231,1,"LINCOLN",2
"30569","AT13",90900,90900,2018,20181231,1,"MORRIS",2
"30570","AT13",90900,90900,2018,20181231,1,"PONTIAC",2
"30571","AT13",90900,90900,2018,20181231,1,"PUCH",2
"30572","AT13",90900,90900,2018,20181231,1,"AUDKW",1
"30573","AT13",90900,90900,2018,20181231,1,"BIANCHI",1
"30574","AT13",90900,90900,2018,20181231,1,"BMW-ISETTA",1
"30575","AT13",90900,90900,2018,20181231,1,"BORGWARD",1
"30576","AT13",90900,90900,2018,20181231,1,"CHRYSLER-SUNBEAM",1
"30577","AT13",90900,90900,2018,20181231,1,"CHRYSLER-SIMCA",1
"30578","AT13",90900,90900,2018,20181231,1,"FIAT-SEAT",1
"30579","AT13",90900,90900,2018,20181231,1,"GLASHANS",1
"30580","AT13",90900,90900,2018,20181231,1,"GMC",1
"30581","AT13",90900,90900,2018,20181231,1,"MORGAN",1
"30582","AT13",90900,90900,2018,20181231,1,"NSU",1
"30583","AT13",90900,90900,2018,20181231,1,"OLDSMOBILE",1
"30584","AT13",90900,90900,2018,20181231,1,"ROLLSROYCE",1
"30585","AT13",90900,90900,2018,20181231,1,"STEYRFIAT",1
"30586","AT13",90900,90900,2018,20181231,2,"VW",981
"30587","AT13",90900,90900,2018,20181231,2,"MERCEDES",319
"30588","AT13",90900,90900,2018,20181231,2,"AUDI",291
"30589","AT13",90900,90900,2018,20181231,2,"BMW",273
"30590","AT13",90900,90900,2018,20181231,2,"OPEL",270
"30591","AT13",90900,90900,2018,20181231,2,"RENAULT",239
"30592","AT13",90900,90900,2018,20181231,2,"SKODA",234
"30593","AT13",90900,90900,2018,20181231,2,"PEUGEOT",209
"30594","AT13",90900,90900,2018,20181231,2,"FIAT",200
"30595","AT13",90900,90900,2018,20181231,2,"FORD",194
"30596","AT13",90900,90900,2018,20181231,2,"TOYOTA",188
"30597","AT13",90900,90900,2018,20181231,2,"CITROEN",152
"30598","AT13",90900,90900,2018,20181231,2,"MAZDA",141
"30599","AT13",90900,90900,2018,20181231,2,"HYUNDAI",135
"30600","AT13",90900,90900,2018,20181231,2,"SEAT",118
"30601","AT13",90900,90900,2018,20181231,2,"MINI",105
"30602","AT13",90900,90900,2018,20181231,2,"KIA",100
"30603","AT13",90900,90900,2018,20181231,2,"VOLVO",93
"30604","AT13",90900,90900,2018,20181231,2,"HONDA",84
"30605","AT13",90900,90900,2018,20181231,2,"NISSAN",83
"30606","AT13",90900,90900,2018,20181231,2,"SUZUKI",69
"30607","AT13",90900,90900,2018,20181231,2,"DACIA",54
"30608","AT13",90900,90900,2018,20181231,2,"MITSUBISHI",47
"30609","AT13",90900,90900,2018,20181231,2,"ALFA-ROMEO",37
"30610","AT13",90900,90900,2018,20181231,2,"SMART",37
"30611","AT13",90900,90900,2018,20181231,2,"CHEVROLET",30
"30612","AT13",90900,90900,2018,20181231,2,"PORSCHE",26
"30613","AT13",90900,90900,2018,20181231,2,"JEEP",24
"30614","AT13",90900,90900,2018,20181231,2,"LANCIA",23
"30615","AT13",90900,90900,2018,20181231,2,"LANDROVER",18
"30616","AT13",90900,90900,2018,20181231,2,"SUBARU",17
"30617","AT13",90900,90900,2018,20181231,2,"CHRYSLER",14
"30618","AT13",90900,90900,2018,20181231,2,"LEXUS",14
"30619","AT13",90900,90900,2018,20181231,2,"JAGUAR",13
"30620","AT13",90900,90900,2018,20181231,2,"SAAB",12
"30621","AT13",90900,90900,2018,20181231,2,"DAIHATSU",10
"30622","AT13",90900,90900,2018,20181231,2,"ROVER",9
"30623","AT13",90900,90900,2018,20181231,2,"DS",4
"30624","AT13",90900,90900,2018,20181231,2,"DODGE",3
"30625","AT13",90900,90900,2018,20181231,2,"MASERATI",3
"30626","AT13",90900,90900,2018,20181231,2,"BRITISHLEYLAND",2
"30627","AT13",90900,90900,2018,20181231,2,"SSANG-YONG",2
"30628","AT13",90900,90900,2018,20181231,2,"STEYRPUCH",2
"30629","AT13",90900,90900,2018,20181231,2,"ASTONMARTIN",1
"30630","AT13",90900,90900,2018,20181231,2,"INFINITI",1
"30631","AT13",90900,90900,2018,20181231,2,"LADA",1
"30632","AT13",90900,90900,2018,20181231,2,"LOTUS",1
"30633","AT13",90900,90900,2018,20181231,2,"MORGAN",1
"30634","AT13",90900,90900,2018,20181231,2,"TESLA",1
"30635","AT13",90900,90900,2018,20181231,2,"TRIUMPH",1
"30636","AT13",90900,90900,2018,20181231,2,"ANDERE",1
"30637","AT13",90900,90900,2018,20181231,3,"VW",330
"30638","AT13",90900,90900,2018,20181231,3,"BMW",262
"30639","AT13",90900,90900,2018,20181231,3,"AUDI",173
"30640","AT13",90900,90900,2018,20181231,3,"MERCEDES",165
"30641","AT13",90900,90900,2018,20181231,3,"FORD",87
