"","NUTS","DISTRICT_CODE","SUB_DISTRICT_CODE","REF_YEAR","REF_DATE","SEX","BRAND","BRAND_TOTAL"
"29092","AT13",90100,90100,2018,20181231,1,"MERCEDES",719
"29093","AT13",90100,90100,2018,20181231,1,"VW",695
"29094","AT13",90100,90100,2018,20181231,1,"BMW",643
"29095","AT13",90100,90100,2018,20181231,1,"AUDI",413
"29096","AT13",90100,90100,2018,20181231,1,"PORSCHE",257
"29097","AT13",90100,90100,2018,20181231,1,"VOLVO",142
"29098","AT13",90100,90100,2018,20181231,1,"FIAT",135
"29099","AT13",90100,90100,2018,20181231,1,"JAGUAR",128
"29100","AT13",90100,90100,2018,20181231,1,"SKODA",123
"29101","AT13",90100,90100,2018,20181231,1,"FORD",118
"29102","AT13",90100,90100,2018,20181231,1,"LANDROVER",115
"29103","AT13",90100,90100,2018,20181231,1,"PEUGEOT",104
"29104","AT13",90100,90100,2018,20181231,1,"RENAULT",104
"29105","AT13",90100,90100,2018,20181231,1,"TOYOTA",102
"29106","AT13",90100,90100,2018,20181231,1,"OPEL",100
"29107","AT13",90100,90100,2018,20181231,1,"MINI",94
"29108","AT13",90100,90100,2018,20181231,1,"CITROEN",91
"29109","AT13",90100,90100,2018,20181231,1,"SMART",76
"29110","AT13",90100,90100,2018,20181231,1,"MAZDA",71
"29111","AT13",90100,90100,2018,20181231,1,"ALFA-ROMEO",61
"29112","AT13",90100,90100,2018,20181231,1,"HYUNDAI",55
"29113","AT13",90100,90100,2018,20181231,1,"JEEP",53
"29114","AT13",90100,90100,2018,20181231,1,"SEAT",49
"29115","AT13",90100,90100,2018,20181231,1,"NISSAN",45
"29116","AT13",90100,90100,2018,20181231,1,"HONDA",39
"29117","AT13",90100,90100,2018,20181231,1,"KIA",39
"29118","AT13",90100,90100,2018,20181231,1,"SUZUKI",34
"29119","AT13",90100,90100,2018,20181231,1,"MASERATI",33
"29120","AT13",90100,90100,2018,20181231,1,"CHRYSLER",30
"29121","AT13",90100,90100,2018,20181231,1,"ROVER",29
"29122","AT13",90100,90100,2018,20181231,1,"LEXUS",28
"29123","AT13",90100,90100,2018,20181231,1,"CHEVROLET",26
"29124","AT13",90100,90100,2018,20181231,1,"MITSUBISHI",26
"29125","AT13",90100,90100,2018,20181231,1,"LANCIA",25
"29126","AT13",90100,90100,2018,20181231,1,"SAAB",23
"29127","AT13",90100,90100,2018,20181231,1,"SUBARU",22
"29128","AT13",90100,90100,2018,20181231,1,"BENTLEY",18
"29129","AT13",90100,90100,2018,20181231,1,"DACIA",17
"29130","AT13",90100,90100,2018,20181231,1,"FERRARI",16
"29131","AT13",90100,90100,2018,20181231,1,"TESLA",16
"29132","AT13",90100,90100,2018,20181231,1,"ROLLSROYCE",15
"29133","AT13",90100,90100,2018,20181231,1,"ASTONMARTIN",14
"29134","AT13",90100,90100,2018,20181231,1,"MG",13
"29135","AT13",90100,90100,2018,20181231,1,"DS",9
"29136","AT13",90100,90100,2018,20181231,1,"STEYRPUCH",9
"29137","AT13",90100,90100,2018,20181231,1,"TRIUMPH",9
"29138","AT13",90100,90100,2018,20181231,1,"CADILLAC",8
"29139","AT13",90100,90100,2018,20181231,1,"DODGE",7
"29140","AT13",90100,90100,2018,20181231,1,"AUSTIN",6
"29141","AT13",90100,90100,2018,20181231,1,"ANDERE",6
"29142","AT13",90100,90100,2018,20181231,1,"BRITISHLEYLAND",4
"29143","AT13",90100,90100,2018,20181231,1,"PUCH",4
"29144","AT13",90100,90100,2018,20181231,1,"DAIHATSU",3
"29145","AT13",90100,90100,2018,20181231,1,"LOTUS",3
"29146","AT13",90100,90100,2018,20181231,1,"STEYRFIAT",3
"29147","AT13",90100,90100,2018,20181231,1,"BUICK",2
"29148","AT13",90100,90100,2018,20181231,1,"CATERHAMCARS",2
"29149","AT13",90100,90100,2018,20181231,1,"LADA",2
"29150","AT13",90100,90100,2018,20181231,1,"LAMBORGHINI",2
"29151","AT13",90100,90100,2018,20181231,1,"MORRIS",2
"29152","AT13",90100,90100,2018,20181231,1,"STEYR",2
"29153","AT13",90100,90100,2018,20181231,1,"BIANCHI",1
"29154","AT13",90100,90100,2018,20181231,1,"BORGWARD",1
"29155","AT13",90100,90100,2018,20181231,1,"GMC",1
"29156","AT13",90100,90100,2018,20181231,1,"GORKIWKE",1
"29157","AT13",90100,90100,2018,20181231,1,"ISUZU",1
"29158","AT13",90100,90100,2018,20181231,1,"LINCOLN",1
"29159","AT13",90100,90100,2018,20181231,1,"MCLAREN",1
"29160","AT13",90100,90100,2018,20181231,1,"MORGAN",1
"29161","AT13",90100,90100,2018,20181231,1,"MOSK-AUTOM-FBR",1
"29162","AT13",90100,90100,2018,20181231,1,"NSU",1
"29163","AT13",90100,90100,2018,20181231,1,"OLDSMOBILE",1
"29164","AT13",90100,90100,2018,20181231,1,"PLYMOUTH",1
"29165","AT13",90100,90100,2018,20181231,1,"SSANG-YONG",1
"29166","AT13",90100,90100,2018,20181231,1,"VAUXHALL",1
"29167","AT13",90100,90100,2018,20181231,1,"WOLSELEY",1
"29168","AT13",90100,90100,2018,20181231,2,"VW",519
"29169","AT13",90100,90100,2018,20181231,2,"MERCEDES",337
"29170","AT13",90100,90100,2018,20181231,2,"BMW",273
"29171","AT13",90100,90100,2018,20181231,2,"AUDI",261
"29172","AT13",90100,90100,2018,20181231,2,"FIAT",139
"29173","AT13",90100,90100,2018,20181231,2,"MINI",130
"29174","AT13",90100,90100,2018,20181231,2,"TOYOTA",109
"29175","AT13",90100,90100,2018,20181231,2,"PEUGEOT",92
"29176","AT13",90100,90100,2018,20181231,2,"RENAULT",86
"29177","AT13",90100,90100,2018,20181231,2,"SKODA",86
"29178","AT13",90100,90100,2018,20181231,2,"FORD",85
"29179","AT13",90100,90100,2018,20181231,2,"PORSCHE",81
"29180","AT13",90100,90100,2018,20181231,2,"OPEL",80
"29181","AT13",90100,90100,2018,20181231,2,"LANDROVER",70
"29182","AT13",90100,90100,2018,20181231,2,"VOLVO",67
"29183","AT13",90100,90100,2018,20181231,2,"SMART",59
"29184","AT13",90100,90100,2018,20181231,2,"HYUNDAI",58
"29185","AT13",90100,90100,2018,20181231,2,"CITROEN",53
"29186","AT13",90100,90100,2018,20181231,2,"NISSAN",43
"29187","AT13",90100,90100,2018,20181231,2,"MAZDA",42
"29188","AT13",90100,90100,2018,20181231,2,"SUZUKI",35
"29189","AT13",90100,90100,2018,20181231,2,"KIA",33
"29190","AT13",90100,90100,2018,20181231,2,"HONDA",32
"29191","AT13",90100,90100,2018,20181231,2,"JAGUAR",31
"29192","AT13",90100,90100,2018,20181231,2,"ALFA-ROMEO",30
"29193","AT13",90100,90100,2018,20181231,2,"SEAT",26
"29194","AT13",90100,90100,2018,20181231,2,"MITSUBISHI",23
"29195","AT13",90100,90100,2018,20181231,2,"JEEP",21
"29196","AT13",90100,90100,2018,20181231,2,"LANCIA",18
"29197","AT13",90100,90100,2018,20181231,2,"CHEVROLET",16
"29198","AT13",90100,90100,2018,20181231,2,"DACIA",16
"29199","AT13",90100,90100,2018,20181231,2,"CHRYSLER",12
"29200","AT13",90100,90100,2018,20181231,2,"LEXUS",12
"29201","AT13",90100,90100,2018,20181231,2,"ROVER",12
"29202","AT13",90100,90100,2018,20181231,2,"SAAB",10
"29203","AT13",90100,90100,2018,20181231,2,"SUBARU",9
"29204","AT13",90100,90100,2018,20181231,2,"DAIHATSU",7
"29205","AT13",90100,90100,2018,20181231,2,"MASERATI",6
"29206","AT13",90100,90100,2018,20181231,2,"BENTLEY",5
"29207","AT13",90100,90100,2018,20181231,2,"SSANG-YONG",3
"29208","AT13",90100,90100,2018,20181231,2,"TESLA",3
"29209","AT13",90100,90100,2018,20181231,2,"BRITISHLEYLAND",2
"29210","AT13",90100,90100,2018,20181231,2,"CADILLAC",2
"29211","AT13",90100,90100,2018,20181231,2,"CHRYSLER-SUNBEAM",2
"29212","AT13",90100,90100,2018,20181231,2,"DODGE",2
"29213","AT13",90100,90100,2018,20181231,2,"MG",2
"29214","AT13",90100,90100,2018,20181231,2,"BIANCHI",1
"29215","AT13",90100,90100,2018,20181231,2,"DS",1
"29216","AT13",90100,90100,2018,20181231,2,"FERRARI",1
"29217","AT13",90100,90100,2018,20181231,2,"FIAT-SEAT",1
"29218","AT13",90100,90100,2018,20181231,2,"HUMMER",1
"29219","AT13",90100,90100,2018,20181231,2,"INFINITI",1
"29220","AT13",90100,90100,2018,20181231,2,"MAYBACH",1
"29221","AT13",90100,90100,2018,20181231,2,"ROLLSROYCE",1
"29222","AT13",90100,90100,2018,20181231,2,"STEYRPUCH",1
"29223","AT13",90100,90100,2018,20181231,2,"STEYRFIAT",1
"29224","AT13",90100,90100,2018,20181231,2,"TRIUMPH",1
"29225","AT13",90100,90100,2018,20181231,2,"VAUXHALL",1
"29226","AT13",90100,90100,2018,20181231,2,"ZAGATO",1
"29227","AT13",90100,90100,2018,20181231,3,"VW",1434
"29228","AT13",90100,90100,2018,20181231,3,"BMW",1338
"29229","AT13",90100,90100,2018,20181231,3,"MERCEDES",996
"29230","AT13",90100,90100,2018,20181231,3,"AUDI",979
"29231","AT13",90100,90100,2018,20181231,3,"SKODA",404
"29232","AT13",90100,90100,2018,20181231,3,"PORSCHE",267
"29233","AT13",90100,90100,2018,20181231,3,"FORD",245
"29234","AT13",90100,90100,2018,20181231,3,"VOLVO",212
"29235","AT13",90100,90100,2018,20181231,3,"LANDROVER",194
"29236","AT13",90100,90100,2018,20181231,3,"MINI",178
"29237","AT13",90100,90100,2018,20181231,3,"SEAT",158
"29238","AT13",90100,90100,2018,20181231,3,"OPEL",123
"29239","AT13",90100,90100,2018,20181231,3,"RENAULT",122
"29240","AT13",90100,90100,2018,20181231,3,"FIAT",118
"29241","AT13",90100,90100,2018,20181231,3,"PEUGEOT",117
"29242","AT13",90100,90100,2018,20181231,3,"SMART",103
"29243","AT13",90100,90100,2018,20181231,3,"HYUNDAI",101
"29244","AT13",90100,90100,2018,20181231,3,"TOYOTA",93
"29245","AT13",90100,90100,2018,20181231,3,"JAGUAR",88
"29246","AT13",90100,90100,2018,20181231,3,"TESLA",84
"29247","AT13",90100,90100,2018,20181231,3,"CITROEN",69
"29248","AT13",90100,90100,2018,20181231,3,"MAZDA",61
"29249","AT13",90100,90100,2018,20181231,3,"LEXUS",42
"29250","AT13",90100,90100,2018,20181231,3,"JEEP",40
"29251","AT13",90100,90100,2018,20181231,3,"ALFA-ROMEO",39
"29252","AT13",90100,90100,2018,20181231,3,"NISSAN",35
"29253","AT13",90100,90100,2018,20181231,3,"CHRYSLER",31
"29254","AT13",90100,90100,2018,20181231,3,"MITSUBISHI",31
"29255","AT13",90100,90100,2018,20181231,3,"KIA",30
"29256","AT13",90100,90100,2018,20181231,3,"HONDA",27
"29257","AT13",90100,90100,2018,20181231,3,"MASERATI",23
"29258","AT13",90100,90100,2018,20181231,3,"LANCIA",21
"29259","AT13",90100,90100,2018,20181231,3,"DACIA",17
"29260","AT13",90100,90100,2018,20181231,3,"CHEVROLET",16
"29261","AT13",90100,90100,2018,20181231,3,"BENTLEY",14
"29262","AT13",90100,90100,2018,20181231,3,"FERRARI",11
"29263","AT13",90100,90100,2018,20181231,3,"ASTONMARTIN",10
"29264","AT13",90100,90100,2018,20181231,3,"SUZUKI",10
"29265","AT13",90100,90100,2018,20181231,3,"SAAB",9
"29266","AT13",90100,90100,2018,20181231,3,"CADILLAC",7
"29267","AT13",90100,90100,2018,20181231,3,"ROVER",7
"29268","AT13",90100,90100,2018,20181231,3,"STEYRPUCH",7
"29269","AT13",90100,90100,2018,20181231,3,"SUBARU",7
"29270","AT13",90100,90100,2018,20181231,3,"DS",5
"29271","AT13",90100,90100,2018,20181231,3,"MG",5
"29272","AT13",90100,90100,2018,20181231,3,"PUCH",5
"29273","AT13",90100,90100,2018,20181231,3,"DAIMLER",4
"29274","AT13",90100,90100,2018,20181231,3,"AUSTIN",3
"29275","AT13",90100,90100,2018,20181231,3,"INFINITI",3
"29276","AT13",90100,90100,2018,20181231,3,"ROLLSROYCE",3
"29277","AT13",90100,90100,2018,20181231,3,"ANDERE",3
"29278","AT13",90100,90100,2018,20181231,3,"BUICK",2
"29279","AT13",90100,90100,2018,20181231,3,"DODGE",2
"29280","AT13",90100,90100,2018,20181231,3,"LADA",2
"29281","AT13",90100,90100,2018,20181231,3,"LINCOLN",2
"29282","AT13",90100,90100,2018,20181231,3,"SSANG-YONG",2
"29283","AT13",90100,90100,2018,20181231,3,"TRIUMPH",2
"29284","AT13",90100,90100,2018,20181231,3,"CHRYSLER-SUNBEAM",1
"29285","AT13",90100,90100,2018,20181231,3,"DAIHATSU",1
"29286","AT13",90100,90100,2018,20181231,3,"GMC",1
"29287","AT13",90100,90100,2018,20181231,3,"GORKIWKE",1
"29288","AT13",90100,90100,2018,20181231,3,"HORCH",1
"29289","AT13",90100,90100,2018,20181231,3,"LAMBORGHINI",1
"29290","AT13",90100,90100,2018,20181231,3,"LONDONTAXIINTERN.",1
"29291","AT13",90100,90100,2018,20181231,3,"MORGAN",1
"29292","AT13",90100,90100,2018,20181231,3,"MORRIS",1
"29293","AT13",90100,90100,2018,20181231,3,"PONTIAC",1
"29294","AT13",90100,90100,2018,20181231,3,"WOLSELEY",1
"29295","AT13",90200,90200,2018,20181231,1,"VW",2887
"29296","AT13",90200,90200,2018,20181231,1,"MERCEDES",1400
"29297","AT13",90200,90200,2018,20181231,1,"BMW",1371
"29298","AT13",90200,90200,2018,20181231,1,"AUDI",1190
"29299","AT13",90200,90200,2018,20181231,1,"OPEL",1114
"29300","AT13",90200,90200,2018,20181231,1,"FORD",1011
"29301","AT13",90200,90200,2018,20181231,1,"SKODA",785
"29302","AT13",90200,90200,2018,20181231,1,"RENAULT",670
"29303","AT13",90200,90200,2018,20181231,1,"MAZDA",654
"29304","AT13",90200,90200,2018,20181231,1,"PEUGEOT",633
"29305","AT13",90200,90200,2018,20181231,1,"TOYOTA",578
"29306","AT13",90200,90200,2018,20181231,1,"CITROEN",475
"29307","AT13",90200,90200,2018,20181231,1,"HYUNDAI",463
"29308","AT13",90200,90200,2018,20181231,1,"KIA",406
"29309","AT13",90200,90200,2018,20181231,1,"VOLVO",365
"29310","AT13",90200,90200,2018,20181231,1,"SEAT",363
"29311","AT13",90200,90200,2018,20181231,1,"FIAT",285
"29312","AT13",90200,90200,2018,20181231,1,"NISSAN",280
"29313","AT13",90200,90200,2018,20181231,1,"HONDA",221
"29314","AT13",90200,90200,2018,20181231,1,"DACIA",211
"29315","AT13",90200,90200,2018,20181231,1,"MITSUBISHI",204
"29316","AT13",90200,90200,2018,20181231,1,"ALFA-ROMEO",138
"29317","AT13",90200,90200,2018,20181231,1,"CHEVROLET",125
"29318","AT13",90200,90200,2018,20181231,1,"PORSCHE",104
"29319","AT13",90200,90200,2018,20181231,1,"MINI",102
"29320","AT13",90200,90200,2018,20181231,1,"SUZUKI",102
"29321","AT13",90200,90200,2018,20181231,1,"SMART",97
"29322","AT13",90200,90200,2018,20181231,1,"CHRYSLER",96
"29323","AT13",90200,90200,2018,20181231,1,"LANDROVER",92
"29324","AT13",90200,90200,2018,20181231,1,"JEEP",87
"29325","AT13",90200,90200,2018,20181231,1,"JAGUAR",69
"29326","AT13",90200,90200,2018,20181231,1,"LEXUS",50
"29327","AT13",90200,90200,2018,20181231,1,"LANCIA",45
"29328","AT13",90200,90200,2018,20181231,1,"SAAB",40
"29329","AT13",90200,90200,2018,20181231,1,"ROVER",30
"29330","AT13",90200,90200,2018,20181231,1,"SUBARU",26
"29331","AT13",90200,90200,2018,20181231,1,"DAIHATSU",17
"29332","AT13",90200,90200,2018,20181231,1,"SSANG-YONG",13
"29333","AT13",90200,90200,2018,20181231,1,"DS",10
"29334","AT13",90200,90200,2018,20181231,1,"BRITISHLEYLAND",9
"29335","AT13",90200,90200,2018,20181231,1,"DODGE",9
"29336","AT13",90200,90200,2018,20181231,1,"STEYRPUCH",9
"29337","AT13",90200,90200,2018,20181231,1,"CADILLAC",8
"29338","AT13",90200,90200,2018,20181231,1,"MG",7
"29339","AT13",90200,90200,2018,20181231,1,"MASERATI",6
"29340","AT13",90200,90200,2018,20181231,1,"ASTONMARTIN",5
"29341","AT13",90200,90200,2018,20181231,1,"BENTLEY",5
"29342","AT13",90200,90200,2018,20181231,1,"FERRARI",5
"29343","AT13",90200,90200,2018,20181231,1,"LADA",5
"29344","AT13",90200,90200,2018,20181231,1,"TESLA",5
"29345","AT13",90200,90200,2018,20181231,1,"AUSTIN",4
"29346","AT13",90200,90200,2018,20181231,1,"BUICK",4
"29347","AT13",90200,90200,2018,20181231,1,"AWZ",3
"29348","AT13",90200,90200,2018,20181231,1,"CHRYSLER-SUNBEAM",3
"29349","AT13",90200,90200,2018,20181231,1,"INFINITI",3
"29350","AT13",90200,90200,2018,20181231,1,"LOTUS",3
"29351","AT13",90200,90200,2018,20181231,1,"PONTIAC",3
"29352","AT13",90200,90200,2018,20181231,1,"ROLLSROYCE",3
"29353","AT13",90200,90200,2018,20181231,1,"TRIUMPH",3
"29354","AT13",90200,90200,2018,20181231,1,"GLASHANS",2
"29355","AT13",90200,90200,2018,20181231,1,"AUDKW",1
"29356","AT13",90200,90200,2018,20181231,1,"INNOCENTI",1
"29357","AT13",90200,90200,2018,20181231,1,"ISUZU",1
"29358","AT13",90200,90200,2018,20181231,1,"KTM",1
"29359","AT13",90200,90200,2018,20181231,1,"MORGAN",1
"29360","AT13",90200,90200,2018,20181231,1,"MORRIS",1
"29361","AT13",90200,90200,2018,20181231,1,"PLYMOUTH",1
"29362","AT13",90200,90200,2018,20181231,1,"PUCH",1
"29363","AT13",90200,90200,2018,20181231,1,"STEYRFIAT",1
"29364","AT13",90200,90200,2018,20181231,1,"STUDEBAKER",1
"29365","AT13",90200,90200,2018,20181231,1,"VAUXHALL",1
"29366","AT13",90200,90200,2018,20181231,1,"ANDERE",1
"29367","AT13",90200,90200,2018,20181231,2,"VW",1664
"29368","AT13",90200,90200,2018,20181231,2,"OPEL",597
"29369","AT13",90200,90200,2018,20181231,2,"MERCEDES",572
"29370","AT13",90200,90200,2018,20181231,2,"SKODA",528
"29371","AT13",90200,90200,2018,20181231,2,"RENAULT",519
"29372","AT13",90200,90200,2018,20181231,2,"PEUGEOT",492
"29373","AT13",90200,90200,2018,20181231,2,"FORD",491
"29374","AT13",90200,90200,2018,20181231,2,"AUDI",473
"29375","AT13",90200,90200,2018,20181231,2,"BMW",453
"29376","AT13",90200,90200,2018,20181231,2,"TOYOTA",378
"29377","AT13",90200,90200,2018,20181231,2,"HYUNDAI",371
"29378","AT13",90200,90200,2018,20181231,2,"MAZDA",368
"29379","AT13",90200,90200,2018,20181231,2,"FIAT",350
"29380","AT13",90200,90200,2018,20181231,2,"CITROEN",306
"29381","AT13",90200,90200,2018,20181231,2,"KIA",255
"29382","AT13",90200,90200,2018,20181231,2,"SEAT",253
"29383","AT13",90200,90200,2018,20181231,2,"NISSAN",205
"29384","AT13",90200,90200,2018,20181231,2,"MINI",151
"29385","AT13",90200,90200,2018,20181231,2,"DACIA",149
"29386","AT13",90200,90200,2018,20181231,2,"HONDA",144
"29387","AT13",90200,90200,2018,20181231,2,"MITSUBISHI",118
"29388","AT13",90200,90200,2018,20181231,2,"VOLVO",116
"29389","AT13",90200,90200,2018,20181231,2,"SUZUKI",111
"29390","AT13",90200,90200,2018,20181231,2,"CHEVROLET",92
"29391","AT13",90200,90200,2018,20181231,2,"SMART",78
"29392","AT13",90200,90200,2018,20181231,2,"ALFA-ROMEO",65
"29393","AT13",90200,90200,2018,20181231,2,"LANCIA",42
"29394","AT13",90200,90200,2018,20181231,2,"LANDROVER",33
"29395","AT13",90200,90200,2018,20181231,2,"PORSCHE",32
"29396","AT13",90200,90200,2018,20181231,2,"CHRYSLER",27
"29397","AT13",90200,90200,2018,20181231,2,"JEEP",24
"29398","AT13",90200,90200,2018,20181231,2,"JAGUAR",23
"29399","AT13",90200,90200,2018,20181231,2,"DAIHATSU",20
"29400","AT13",90200,90200,2018,20181231,2,"SUBARU",18
"29401","AT13",90200,90200,2018,20181231,2,"SAAB",16
"29402","AT13",90200,90200,2018,20181231,2,"LEXUS",12
"29403","AT13",90200,90200,2018,20181231,2,"ROVER",11
"29404","AT13",90200,90200,2018,20181231,2,"DS",7
"29405","AT13",90200,90200,2018,20181231,2,"CADILLAC",6
"29406","AT13",90200,90200,2018,20181231,2,"FERRARI",4
"29407","AT13",90200,90200,2018,20181231,2,"SSANG-YONG",4
"29408","AT13",90200,90200,2018,20181231,2,"TRIUMPH",4
"29409","AT13",90200,90200,2018,20181231,2,"BRITISHLEYLAND",3
"29410","AT13",90200,90200,2018,20181231,2,"DODGE",3
"29411","AT13",90200,90200,2018,20181231,2,"ASTONMARTIN",2
"29412","AT13",90200,90200,2018,20181231,2,"AUSTIN",2
"29413","AT13",90200,90200,2018,20181231,2,"MG",2
"29414","AT13",90200,90200,2018,20181231,2,"PUCH",2
"29415","AT13",90200,90200,2018,20181231,2,"ROLLSROYCE",2
"29416","AT13",90200,90200,2018,20181231,2,"STEYRPUCH",2
"29417","AT13",90200,90200,2018,20181231,2,"BENTLEY",1
"29418","AT13",90200,90200,2018,20181231,2,"BORGWARD",1
"29419","AT13",90200,90200,2018,20181231,2,"FIAT-SEAT",1
"29420","AT13",90200,90200,2018,20181231,2,"LADA",1
"29421","AT13",90200,90200,2018,20181231,2,"MASERATI",1
"29422","AT13",90200,90200,2018,20181231,2,"PONTIAC",1
"29423","AT13",90200,90200,2018,20181231,2,"SIMCA",1
"29424","AT13",90200,90200,2018,20181231,2,"TATA",1
"29425","AT13",90200,90200,2018,20181231,2,"TESLA",1
"29426","AT13",90200,90200,2018,20181231,2,"ANDERE",1
"29427","AT13",90200,90200,2018,20181231,3,"VW",1892
"29428","AT13",90200,90200,2018,20181231,3,"BMW",988
"29429","AT13",90200,90200,2018,20181231,3,"AUDI",629
"29430","AT13",90200,90200,2018,20181231,3,"MERCEDES",608
"29431","AT13",90200,90200,2018,20181231,3,"SKODA",373
"29432","AT13",90200,90200,2018,20181231,3,"FORD",281
"29433","AT13",90200,90200,2018,20181231,3,"RENAULT",152
"29434","AT13",90200,90200,2018,20181231,3,"TOYOTA",152
"29435","AT13",90200,90200,2018,20181231,3,"OPEL",142
"29436","AT13",90200,90200,2018,20181231,3,"SEAT",136
"29437","AT13",90200,90200,2018,20181231,3,"VOLVO",126
"29438","AT13",90200,90200,2018,20181231,3,"HYUNDAI",97
"29439","AT13",90200,90200,2018,20181231,3,"PEUGEOT",95
"29440","AT13",90200,90200,2018,20181231,3,"MAZDA",44
"29441","AT13",90200,90200,2018,20181231,3,"FIAT",43
"29442","AT13",90200,90200,2018,20181231,3,"LANDROVER",40
"29443","AT13",90200,90200,2018,20181231,3,"PORSCHE",40
"29444","AT13",90200,90200,2018,20181231,3,"CITROEN",39
"29445","AT13",90200,90200,2018,20181231,3,"KIA",36
"29446","AT13",90200,90200,2018,20181231,3,"MINI",32
"29447","AT13",90200,90200,2018,20181231,3,"NISSAN",28
"29448","AT13",90200,90200,2018,20181231,3,"SMART",26
"29449","AT13",90200,90200,2018,20181231,3,"DACIA",22
"29450","AT13",90200,90200,2018,20181231,3,"CHRYSLER",17
"29451","AT13",90200,90200,2018,20181231,3,"ALFA-ROMEO",16
"29452","AT13",90200,90200,2018,20181231,3,"JAGUAR",16
"29453","AT13",90200,90200,2018,20181231,3,"LANCIA",16
"29454","AT13",90200,90200,2018,20181231,3,"TESLA",15
"29455","AT13",90200,90200,2018,20181231,3,"MITSUBISHI",14
"29456","AT13",90200,90200,2018,20181231,3,"LEXUS",10
"29457","AT13",90200,90200,2018,20181231,3,"SUZUKI",9
"29458","AT13",90200,90200,2018,20181231,3,"HONDA",8
"29459","AT13",90200,90200,2018,20181231,3,"JEEP",8
"29460","AT13",90200,90200,2018,20181231,3,"LADA",7
"29461","AT13",90200,90200,2018,20181231,3,"CHEVROLET",4
"29462","AT13",90200,90200,2018,20181231,3,"MASERATI",4
"29463","AT13",90200,90200,2018,20181231,3,"SUBARU",3
"29464","AT13",90200,90200,2018,20181231,3,"MG",2
"29465","AT13",90200,90200,2018,20181231,3,"SAAB",2
"29466","AT13",90200,90200,2018,20181231,3,"BENTLEY",1
"29467","AT13",90200,90200,2018,20181231,3,"BUICK",1
"29468","AT13",90200,90200,2018,20181231,3,"DAIHATSU",1
"29469","AT13",90200,90200,2018,20181231,3,"DAIMLER",1
"29470","AT13",90200,90200,2018,20181231,3,"DS",1
"29471","AT13",90200,90200,2018,20181231,3,"FERRARI",1
"29472","AT13",90200,90200,2018,20181231,3,"GRAEF&STIFT",1
"29473","AT13",90200,90200,2018,20181231,3,"PUCH",1
"29474","AT13",90200,90200,2018,20181231,3,"SSANG-YONG",1
"29475","AT13",90200,90200,2018,20181231,3,"STEYRFIAT",1
"29476","AT13",90200,90200,2018,20181231,3,"ANDERE",1
"29477","AT13",90300,90300,2018,20181231,1,"VW",2623
"29478","AT13",90300,90300,2018,20181231,1,"MERCEDES",1431
"29479","AT13",90300,90300,2018,20181231,1,"BMW",1375
"29480","AT13",90300,90300,2018,20181231,1,"AUDI",1141
"29481","AT13",90300,90300,2018,20181231,1,"OPEL",881
"29482","AT13",90300,90300,2018,20181231,1,"FORD",786
"29483","AT13",90300,90300,2018,20181231,1,"SKODA",786
"29484","AT13",90300,90300,2018,20181231,1,"RENAULT",712
"29485","AT13",90300,90300,2018,20181231,1,"MAZDA",611
"29486","AT13",90300,90300,2018,20181231,1,"TOYOTA",572
"29487","AT13",90300,90300,2018,20181231,1,"PEUGEOT",568
"29488","AT13",90300,90300,2018,20181231,1,"HYUNDAI",421
"29489","AT13",90300,90300,2018,20181231,1,"VOLVO",405
"29490","AT13",90300,90300,2018,20181231,1,"CITROEN",387
"29491","AT13",90300,90300,2018,20181231,1,"SEAT",383
"29492","AT13",90300,90300,2018,20181231,1,"FIAT",348
"29493","AT13",90300,90300,2018,20181231,1,"KIA",298
"29494","AT13",90300,90300,2018,20181231,1,"NISSAN",292
"29495","AT13",90300,90300,2018,20181231,1,"DACIA",203
"29496","AT13",90300,90300,2018,20181231,1,"HONDA",178
"29497","AT13",90300,90300,2018,20181231,1,"ALFA-ROMEO",154
"29498","AT13",90300,90300,2018,20181231,1,"MITSUBISHI",152
"29499","AT13",90300,90300,2018,20181231,1,"PORSCHE",152
"29500","AT13",90300,90300,2018,20181231,1,"MINI",133
"29501","AT13",90300,90300,2018,20181231,1,"SUZUKI",123
"29502","AT13",90300,90300,2018,20181231,1,"CHEVROLET",120
"29503","AT13",90300,90300,2018,20181231,1,"LANDROVER",118
"29504","AT13",90300,90300,2018,20181231,1,"JAGUAR",98
"29505","AT13",90300,90300,2018,20181231,1,"SMART",92
"29506","AT13",90300,90300,2018,20181231,1,"JEEP",90
"29507","AT13",90300,90300,2018,20181231,1,"CHRYSLER",71
"29508","AT13",90300,90300,2018,20181231,1,"SAAB",66
"29509","AT13",90300,90300,2018,20181231,1,"LANCIA",55
"29510","AT13",90300,90300,2018,20181231,1,"LEXUS",44
"29511","AT13",90300,90300,2018,20181231,1,"SUBARU",40
"29512","AT13",90300,90300,2018,20181231,1,"ROVER",35
"29513","AT13",90300,90300,2018,20181231,1,"DAIHATSU",23
"29514","AT13",90300,90300,2018,20181231,1,"DS",18
"29515","AT13",90300,90300,2018,20181231,1,"MG",18
"29516","AT13",90300,90300,2018,20181231,1,"DODGE",15
"29517","AT13",90300,90300,2018,20181231,1,"STEYRPUCH",15
"29518","AT13",90300,90300,2018,20181231,1,"FERRARI",14
"29519","AT13",90300,90300,2018,20181231,1,"MASERATI",14
"29520","AT13",90300,90300,2018,20181231,1,"CADILLAC",13
